"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"BAJAJFINSV","EQ","05-Mar-2020","       8799.70","       8870.00","       8970.00","       8761.05","       8870.00","       8879.90","       8890.73","     319853","          2843725444.85","      41053"
"BAJAJFINSV","EQ","06-Mar-2020","       8879.90","       8570.00","       8625.00","       8400.00","       8600.00","       8603.20","       8531.18","     408699","          3486683303.05","      65219"
"BAJAJFINSV","EQ","09-Mar-2020","       8603.20","       8439.00","       8450.00","       8160.00","       8180.00","       8207.10","       8287.05","     370508","          3070418261.30","      55462"
"BAJAJFINSV","EQ","11-Mar-2020","       8207.10","       8180.00","       8397.10","       8128.05","       8265.00","       8254.00","       8266.58","     372353","          3078085849.30","      52083"
"BAJAJFINSV","EQ","12-Mar-2020","       8254.00","       7900.00","       7981.95","       7400.00","       7405.10","       7438.05","       7605.90","     619201","          4709579011.30","      84233"
"BAJAJFINSV","EQ","13-Mar-2020","       7438.05","       6800.00","       7883.90","       6524.25","       7728.00","       7742.00","       7439.52","     595673","          4431519150.30","      89840"
"BAJAJFINSV","EQ","16-Mar-2020","       7742.00","       7450.00","       7566.50","       7200.00","       7501.00","       7495.60","       7373.42","     562246","          4145676676.45","      60737"
"BAJAJFINSV","EQ","17-Mar-2020","       7495.60","       7501.00","       7521.95","       6956.80","       7017.55","       7017.50","       7225.96","     447612","          3234426475.80","      63673"
"BAJAJFINSV","EQ","18-Mar-2020","       7017.50","       7150.00","       7200.00","       6257.40","       6314.95","       6310.20","       6592.50","     645498","          4255444849.15","      87028"
"BAJAJFINSV","EQ","19-Mar-2020","       6310.20","       5865.00","       6205.85","       5442.65","       5842.00","       5785.50","       5804.79","     816638","          4740409080.25","     114537"
"BAJAJFINSV","EQ","20-Mar-2020","       5785.50","       5725.20","       6391.95","       5700.00","       6240.00","       6233.05","       6004.17","     657470","          3947562615.90","      97177"
"BAJAJFINSV","EQ","23-Mar-2020","       6233.05","       5640.00","       5890.40","       4449.00","       4520.00","       4621.05","       4971.12","     688028","          3420271248.40","     120916"
"BAJAJFINSV","EQ","24-Mar-2020","       4621.05","       4900.00","       5080.00","       4160.25","       4600.00","       4497.75","       4551.60","    1558786","          7094970924.25","     209363"
"BAJAJFINSV","EQ","25-Mar-2020","       4497.75","       4450.00","       4920.00","       4400.05","       4902.00","       4830.30","       4698.82","     797273","          3746241047.45","     135939"
"BAJAJFINSV","EQ","26-Mar-2020","       4830.30","       4975.00","       5554.80","       4825.20","       5135.00","       5147.25","       5175.19","    1019124","          5274161874.75","     150906"
"BAJAJFINSV","EQ","27-Mar-2020","       5147.25","       5477.00","       5660.00","       4675.00","       5025.00","       4890.60","       5126.70","    1291819","          6622773281.15","     200043"
"BAJAJFINSV","EQ","30-Mar-2020","       4890.60","       4700.00","       4779.60","       4555.00","       4640.00","       4661.15","       4677.54","     750912","          3512417674.65","     115533"
